class	label	URI	parent_class	parent_label	parent_URI	OBI_0000283	OBI_0000291	OBI_0000291	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000275	OBI_0000275	OBI_0000275	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000288	rdfs:comment	OBI_0000281	OBI_0000284	OBI_0000277	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000285	OBI_0000286	OBI_0000286	OBI_0000286	OBI_0000286
OBI_0200113	similarity calculation	http://purl.obofoundry.org/obo/OBI_0200113	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A similarity calculation is a data transformation that attaches to each pair of objects in the input a number that is meant to reflect how 'close' or 'similar' those objects are.		PERSON: Elisabetta Manduchi													similarity calculation					Elisabetta Manduchi														
OBI_0400099	flow_cytometer_sorter	http://purl.obofoundry.org/obo/OBI_0400099	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A flow_cytometer_sorter is a flow_cytometer that analyzes and separates or sorts particles passing through (based on properties measured during anlysis) to collect cells of interest.		http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm									BioSorter2000, LSR2				flow_cytometer_sorter					Melanie Courtot	John Quinn													
OBI_0000261	digital entity	http://purl.obofoundry.org/obo/OBI_0000261	OBI_0000046		http://purl.obofoundry.org/obo/OBI_0000046		A digital entity is an information entity which is a collection of bits that can be interpreted by a computer. Two digital entities are the same if they are bitwise identical.		group:OBI													digital entity					person:Chris Stoeckert														
OBI_0500003	cross over design	http://purl.obofoundry.org/obo/OBI_0500003	OBI_0500002		http://purl.obofoundry.org/obo/OBI_0500002		a cross-over design is a study design which ensures that experimental units receive, in sequence, the treatment (or the control), and then, after a specified time interval (aka *wash-out periods*), switch to the control (or treatment). In this design, subjects (patients in human context) serve as their own controls, and randomization may be used to determine the ordering which a subject receives the treatment and control		(source: http://www.sbu.se/Filer/Content0/publikationer/1/literaturesearching_1993/glossary.html)						Replace patient or subject (keep track of this in the definition): DONE	MSI		PMID: 17601993-Objective: HIV-infected patients with lipodystrophy (HIV-lipodystrophy) are insulin resistant and have elevated plasma free fatty acid (FFA) concentrations. We aimed to explore the mechanisms underlying FFA-induced insulin resistance in patients with HIV-lipodystrophy. Research Design and Methods: Using a randomized placebo-controlled cross-over design, we studied the effects of an overnight acipimox-induced suppression of FFA on glucose and FFA metabolism by using stable isotope labelled tracer techniques during basal conditions and a two-stage euglycemic, hyperinsulinemic clamp (20 mU insulin/m(2)/min; 50 mU insulin/m(2)/min) in nine patients with nondiabetic HIV-lipodystrophy. All patients received antiretroviral therapy. Biopsies from the vastus lateralis muscle were obtained during each stage of the clamp. Results: Acipimox treatment reduced basal FFA rate of appearance by 68.9% (52.6%-79.5%) and decreased plasma FFA concentration by 51.6 % (42.0%-58.9%), (both, P < 0.0001). Endogenous glucose production was not influenced by acipimox. During the clamp the increase in glucose-uptake was significantly greater after acipimox treatment compared to placebo (acipimox: 26.85 (18.09-39.86) vs placebo: 20.30 (13.67-30.13) mumol/kg/min; P < 0.01). Insulin increased phosphorylation of Akt (Thr(308)) and GSK-3beta (Ser(9)), decreased phosphorylation of glycogen synthase (GS) site 3a+b and increased GS-activity (I-form) in skeletal muscle (P < 0.01). Acipimox decreased phosphorylation of GS (site 3a+b) (P < 0.02) and increased GS-activity (P < 0.01) in muscle. Conclusion: The present study provides direct evidence that suppression of lipolysis in patients with HIV-lipodystrophy improves insulin-stimulated peripheral glucose-uptake. The increased glucose-uptake may in part be explained by increased dephosphorylation of GS (site 3a+b) resulting in increased GS activity.				cross over design					Philippe Rocca-Serra														
OBI_0400012	Bactiflow	http://purl.obofoundry.org/obo/OBI_0400012	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A Bactiflow is a flow_cytometer_analyser manufactured by Chemunex SA. It is a cell counter for bacteria and other micro organisms. Bacteria are stained with a fluorochrome and the number of particles that fluoresce are counted. The system uses digital electronics, a single laser and a single detector. An ALS version is available as well - Automatic Labeling System. The Bactiflow is specialized cytometer used exclusively for counting microbes.		http://www.chemunex.com/products/chemframe.htm													Bactiflow					John Quinn														
OBI_0200141	log base	http://purl.obofoundry.org/obo/OBI_0200141	OBI_0200140		http://purl.obofoundry.org/obo/OBI_0200140		The log base is a feature of a logarithmic function which is defined in http://en.wikipedia.org/wiki/Logarithm. Its value can be any positive real number different from 1.		WEB: http://en.wikipedia.org/wiki/Logarithm													log base					Elisabetta Manduchi											logarithm base	logarithmic base		
OBI_0000041	pump_valve_switch	http://purl.obofoundry.org/obo/OBI_0000041	OBI_0400002		http://purl.obofoundry.org/obo/OBI_0400002		A pump valve switch is a cardinal part of a liquid chromatography instrument that controls the flow.		OBI						FG:I would assume this should be a pump valve control switch and it would not be specific to a liquid chromatography instrument			example_of_usage to be added				pump_valve_switch					OBI Instrument branch														
OBI_0100006	genotype	http://purl.obofoundry.org/obo/OBI_0100006	OBI_0302711		http://purl.obofoundry.org/obo/OBI_0302711		Genotype is a genetic information content which corresponds to the total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.		MO_51						THIS ALSO SOUNDS LIKE NON-REALIZABLE INFORMATION ENTITY TO ME, HENCE DENRIE.  JAMES\nIT IS CURRENTLY A PLACEHOLDER. Philippe			p53 codon 72 genotype				genotype					Philippe Rocca-Serra														
OBI_0000036	Global assessment variable	http://purl.obofoundry.org/obo/OBI_0000036	OBI_0000120		http://purl.obofoundry.org/obo/OBI_0000120		Global assessment variable is a finding describing in a categorical variable the investigator's overall impression about the state or change in state of a subject.		source pending						CDISC definition: global assessment variable. A single variable, usually a scale of ordered categorical ratings, which integrates objective variables and the investigator's overall impression about the state or change in state of a subject.			example_of_usage to be added				Global assessment variable					Jennifer Fostel														
OBI_0100033	in vivo biomaterial	http://purl.obofoundry.org/obo/OBI_0100033	OBI_0302713		http://purl.obofoundry.org/obo/OBI_0302713		definition pending								This is a place holder, indicating that we have trouble dealing with the state / site of biomaterials, i.e. in vivo, ex vivo, in vitro\nTHIS IS NOT A CONCEPT FOR BIOMATERIAL - LIKELY A QUALITY.  JAMES			example_of_usage to be added					in vivo biomaterial																		
OBI_0400111	hybridization_station	http://purl.obofoundry.org/obo/OBI_0400111	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		An instrument which is used to maintain the temperature of one or more hybridization_chamber(s) at a defined, constant temperature.		MO						MC: should be a station with role hybridization?			Labnet Problot12				hybridization_station					Trish Whetzel														
OBI_0000335	investigation design	http://purl.obofoundry.org/obo/OBI_0000335	OBI_0000344		http://purl.obofoundry.org/obo/OBI_0000344		Investigation_design is a plan for an investigation. definition_source: OBI.		OBI branch derived													investigation design					PlanAndPlannedProcess Branch														
OBI_0100061	primary cell culture	http://purl.obofoundry.org/obo/OBI_0100061	OBI_0100060		http://purl.obofoundry.org/obo/OBI_0100060		cells put directly into culture from a tissue source.											spleen cells put directly into culture				primary cell culture																			
OBI_0000205	dropout role	http://purl.obofoundry.org/obo/OBI_0000205	OBI_0000097		http://purl.obofoundry.org/obo/OBI_0000097		Dropout is a study subject role characterized by leaving the study earlier than the protocol specified; the bearer was a study participant prior to being a dropout.		source pending						CDISC definition:  dropout. A subject in a clinical trial who for any reason fails to continue in the trial until the last visit or observation required of him/her by the protocol			Escaped rat; human who moved to another city				Dropout					Jennifer Fostel														
OBI_0000025	reference substance role	http://purl.obofoundry.org/obo/OBI_0000025	OBI_0000133		http://purl.obofoundry.org/obo/OBI_0000133		Reference substance is a reference role in which the characteristics or responses elicited by the reference substance are used for comparison or reference. 		OBI									Calibration standard, positive control substance, vehicle   Good Laboratory Practices: Questions and Answers - Test Control and Reference Substance Characterization  http://www.epa.gov/enforcement/monitoring/programs/fifra/glpqanda-character.html				Reference substance					Jennifer Fostel														
OBI_0400112	liquid_handler	http://purl.obofoundry.org/obo/OBI_0400112	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		A liquid_handler is an instrument used for automated liquid transfer and handling.		MO						DS: Is this class justified? Its a unnamed class. If so, put a fluidic_system and the fluidic_subsystem as subclasses.\nTW: This is required by MO.\nFG: Or as function.			Beckman BioMek 2000				liquid_handler					DS: Is this class justified? Its a unnamed class. If so, put a fluidic_system and the fluidic_subsystem as subclasses.\nTW: This is required by MO.\nFG & DS: Capture as function.\nAll: Needs to be reviewed, according to query use case. If we keep it its kept as unnamed owl class.\nThe liquid handling class remains but as an undefined class with are unlikely to have children. It is expected that the reasoner would classifiy appropriate classes under this class that meet the have the liquid_handling function relation.											liquid_handling_instrument			
OBI_0600052	dialysis	http://purl.obofoundry.org/obo/OBI_0600052	OBI_0600014		http://purl.obofoundry.org/obo/OBI_0600014		a protocol application that uses diffusiton through a semi-permeable membrane to separate an input material into two fractions of different composition		OBI branch derived									the use of a dialysis bag of select pore size to remove salt from collagen isolated from mouse cartilage				dialysis					PERSON:Kevin Clancy														
OBI_0100053	cell component	http://purl.obofoundry.org/obo/OBI_0100053	OBI_0100051		http://purl.obofoundry.org/obo/OBI_0100051		A cell component is an entity of organismal origin which has a definable shape, bounded predominantly by bonafide boundaries.		FMA									example_of_usage to be added				cell component																			
OBI_0400038	FACS_Canto2	http://purl.obofoundry.org/obo/OBI_0400038	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A FACS_Canto2 is a flow_cytometer_analyser manufactured by BD. It features digital electronics, two solid state lasers at 488 and 633 nm with the option for a third 405 nm laser, and filters and collectors for measuring up to 8 flourescent paramters with either the 2 or 3 laser option. The FACS_Canto2 is an analyser usually used in clinical aplications.		http://www.bdbiosciences.com/cgi-bin/literature/view?part_num=23-8786-01													FACS_Canto2					John Quinn														
OBI_1000036	lysate	http://purl.obofoundry.org/obo/OBI_1000036	OBI_0100059		http://purl.obofoundry.org/obo/OBI_0100059		A mixture (collection) of cell components created by rupturing of the cell wall		PSI						PRS:22-02-2008: is a material which has output_role during lysis protocol-application			cell-free lysate, whole lysate, nuclear lysate				lysate					Susanna														
OBI_0000222	binary executable	http://purl.obofoundry.org/obo/OBI_0000222	OBI_0000261		http://purl.obofoundry.org/obo/OBI_0000261		Binary executable is a digital entity consisting of the binary representation of machine instructions of a specific processor or they may be binary pseudocode for a virtual machine. A non-source executable file is also called an object program. It is assumed that the binary executable file contains properly-formatted computer instructions.  (derived from Wikipedia, Nov 1, 2007)		group:OBI													binary executable					person:Jennifer Fostel														
OBI_0000007	Surrogate marker	http://purl.obofoundry.org/obo/OBI_0000007	OBI_0000166		http://purl.obofoundry.org/obo/OBI_0000166		Surrogate marker is an indirect experimental factor role assigned to a variable shown to be a substitute for an adverse reaction		source pending						CDISC definition:  surrogate marker. A measurement of a drug's biological activity that substitutes for a clinical endpoint such as death or pain relief.			Transcript level changes associated with cancer outcomes				Surrogate marker					Jennifer Fostel														
OBI_9999997	chromium_release_assay_effector_role	http://purl.obofoundry.org/obo/OBI_9999997	OBI_0000254		http://purl.obofoundry.org/obo/OBI_0000254																																				
OBI_0302716	pool of specimens	http://purl.obofoundry.org/obo/OBI_0302716	OBI_0000264		http://purl.obofoundry.org/obo/OBI_0000264		A pool of specimens is a sample population that is a set of specimens which have been gathered from one or more sample_populations, obtained by the physical process of mixing individual specimens, e.g.  mixing the DNA collected from the individual fish. definition_source: OBI.								PRS:22-02-2008: does not feel right, definition is unclear. a pool is in this is case understood as a process of mixing to homogeneity but NOT the creation of a population of individuals which retain the capability of being singled out.	check with advisors as to how to represent multiple instances of any class? a set of specimens which have been gathered from one or more sample_populations, obtained by the physical process of mixing individual specimens, e.g.  mixing the DNA collected from the individual fish																									
OBI_0400002	device	http://purl.obofoundry.org/obo/OBI_0400002					A device is a material that is manufactured by an organization or person, designed with the intent to perform a specific function or functions.		Instrument branch									A device can be any instrument such as a mass spectrometer or lab ware such as a petri dish				device					Instrument branch											hardware			
OBI_0200042	hierarchical clustering	http://purl.obofoundry.org/obo/OBI_0200042	OBI_0200039		http://purl.obofoundry.org/obo/OBI_0200039		Hierarchical clustering is a method which can be used to cluster an input data set by either gradually merging data points (agglomerative of bottom-up) or by dividing superclusters (divisive or top-down).The output of this method is a hierarchical mapping of data points to clusters.		editor													hierarchical clustering					James Malone														
OBI_0200055	dye swap merge	http://purl.obofoundry.org/obo/OBI_0200055	OBI_0200057		http://purl.obofoundry.org/obo/OBI_0200057		A dye swap merge is a replicate analysis which takes as input data from paired two-channel microarray assays where the sample labeled with one dye in the first assay is labeled with the other dye in the second assay and viceversa. The output for each reporter is obtained by combining its (raw or possibly pre-processed) M values in the two assays, where the M value in an assay is defined as the difference of the log intensities in the two channels. This can be used as a normalization step, when appropriate assumptions are met.		PERSON: Elisabetta Manduchi	PERSON: James Malone												dye swap merge					Elisabetta Manduchi	James Malone													
OBI_0000094	material transformation	http://purl.obofoundry.org/obo/OBI_0000094	OBI_0000069		http://purl.obofoundry.org/obo/OBI_0000069		a material_application is protocol_application which has the objective to \n    produce output material(s) from input material(s)	A material transformation is a protocol_application carried out to geneerate output material from the input material	OBI branch derived						we may not need this one in the long term, and just keep the children? (TC 14 June)							material transformation					Bjoern Peters														
OBI_0200127	weighted network graph construction	http://purl.obofoundry.org/obo/OBI_0200127	OBI_0200126		http://purl.obofoundry.org/obo/OBI_0200126		A network graph construction in which an input data set describing objects and quantitative relationships between objects is transformed into and output representation of these objects as nodes and the quantitative relationships as weighted edges of a network graph.		PERSON: Richard Scheuermann													weighted network graph construction					Richard Scheuermann														
OBI_0200045	simple linkage	http://purl.obofoundry.org/obo/OBI_0200045	OBI_0200042		http://purl.obofoundry.org/obo/OBI_0200042		Simple linkage is a hierarchical clustering method in which the distance is calculated as the shortest distance from any member of one cluster to any member of the other cluster. The output of this method is a hierarchical mapping of data points to clusters with an associated distance metric.		editor													simple linkage					James Malone														
OBI_0000254	specimen_role	http://purl.obofoundry.org/obo/OBI_0000254	OBI_0000104		http://purl.obofoundry.org/obo/OBI_0000104		A specimen role is an investigation object role where the object is a piece of a material.		OBI						rem: not necessarily played by biomaterial entities, also include material entity	organism "has_role_which_can_only_be_played_by_biomaterial_entity" some specimen_role in obi before split (LF 040907).																									
OBI_0400089	Reflection	http://purl.obofoundry.org/obo/OBI_0400089	OBI_0400099		http://purl.obofoundry.org/obo/OBI_0400099		A Reflection is a sorter manufactured by iCyte. It uses digital signal processing, and can be configured with lasers of the users choice from among these excitation wavelengths: 355, 405,488, 532, 635nm. It accommodates up to 48 traditional PMTs. Options include an acousto-optical tunable filter (AOTF) and 16 channel spectrometer (370 to 730 nm). The various detection components can be uniquely configured across multiple Highly Automated Parallel Sorting (HAPS) modules. The Reflection can be used to analyse, sort, and collect cells.		http://www.i-cyt.com/reflection.htm									Reflection at TSRI Flow Cytometry Core Facility				Reflection					John Quinn														
OBI_0000084	polystyrene_tube	http://purl.obofoundry.org/obo/OBI_0000084	OBI_0400002		http://purl.obofoundry.org/obo/OBI_0400002		definition pending		source pending						editor_note pending			example_of_usage to be added				polystyrene_tube					OBI											scintillation_tubes			
OBI_0200084	time series analysis	http://purl.obofoundry.org/obo/OBI_0200084	OBI_0200067		http://purl.obofoundry.org/obo/OBI_0200067																	time series analysis																			
OBI_0000035	_cloning placeholder	http://purl.obofoundry.org/obo/OBI_0000035	OBI_0000094		http://purl.obofoundry.org/obo/OBI_0000094		Place holder class, see editor note								Placeholder class. The terms beneath this need to play nice with each other. Needs to be done by someone with cloning experience							_cloning placeholder					PlanAndPlannedProcess Branch														
OBI_0400121	molecular_crosslinker	http://purl.obofoundry.org/obo/OBI_0400121	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		A molecular crosslinker is an instrument that is able to chemically join two or more molecules.		MO						AL: if we intend that other ontologies can be used in conjunction with OBI, we shouldn't have such a general term used specifically for chemically joining two or more molecules. I'm sure there are other "crosslinkers" that are on a much different scale in engineering etc. I have moved the original label to be an alternative term, and have renamed the main label accordingly.			Stratalinker				molecular_crosslinker			MO		Trish Whetzel											crosslinking_instrument			
OBI_0000155	disease	http://purl.obofoundry.org/obo/OBI_0000155	Disposition		http://www.ifomis.org/bfo/1.1/snap#Disposition		Place_holder for disease ontology								rem1: BP - placed into quality. needs to be discussed	rem0: BS did not view disease as a process, and indeed it is now a child of dependent continuant.																									
OBI_0600060	DNA transfection	http://purl.obofoundry.org/obo/OBI_0600060	OBI_0600043		http://purl.obofoundry.org/obo/OBI_0600043		the use of physical, electrical and chemical phenomena to introduce DNA into a cell		OBI branch derived									The use of electroporation to permeabilize a cell membrane in order to introduce a plasmid encoding for a labeled protein of interest				DNA transfection					PERSON:Kevin Clancy														
OBI_0600049	DNA polymerase amplification	http://purl.obofoundry.org/obo/OBI_0600049	OBI_0600058		http://purl.obofoundry.org/obo/OBI_0600058		the use of a DNA polymerase to make copies of a biomaterial		OBI branch derived									The use of taq polymerase to amplify a DNA fragment during a PCR.				DNA polymerase amplification					PERSON:Kevin Clancy														
OBI_0000056	Notified_Body role	http://purl.obofoundry.org/obo/OBI_0000056	OBI_0000273		http://purl.obofoundry.org/obo/OBI_0000273		Notified body is regulator of consumables and medical devices charged by the Competent Authority with verifying compliance of medical devices (not drugs) with the applicable Essential Requirements stated in the Medical Device Directive		OBI, CDISC						Notified Body (NB). A private institution charged by the Competent Authority with verifying compliance of medical devices (not drugs) with the applicable Essential Requirements stated in the Medical Device Directive. This process, called Conformity Assessment, has EU-wide validity once completed by the NB.			The role of notified bodies presentation: http://ec.europa.eu/enterprise/electr_equipment/emc/revision/notified_bodies.pdf				Notified Body					Jennifer Fostel														
OBI_1000209	dye	http://purl.obofoundry.org/obo/OBI_1000209	OBI_0100079		http://purl.obofoundry.org/obo/OBI_0100079		A substance capable of staining or coloring defined targets.		source pending						REALLY NOT SURE IF THIS IS A ROLE OR BIOMATERIAL.  JAMES			Acridine orange is a nucleic acid selective dye.				dye					OBI														
OBI_0400084	photomultiplier_tube	http://purl.obofoundry.org/obo/OBI_0400084	OBI_0400082		http://purl.obofoundry.org/obo/OBI_0400082		A photodetector, normally in the form of a tube, that uses a photocathode to convert photons into photoelectrons which are then amplified. PMTs are typically used to detect SSC and flourescent parameters. Cytometers have a PMT for each color they can collect.		http://cyto.mednet.ucla.edu/Protocols/flow.htm									R9647 by manufactured by Hamamatsu				photomultiplier_tube					John Quinn														
OBI_0600018	material portioning	http://purl.obofoundry.org/obo/OBI_0600018	OBI_0600014		http://purl.obofoundry.org/obo/OBI_0600014		A material separtion in  which the input substance is partitioned into a number of portions that are similar in composition.		OBI branch derived									pouring 50 mL aliquots of fetal calf serum into conical tubes from a 500 mL stock				material portioning					PERSON:Bjoern Peters											aliquoting	apportioning		
OBI_0000022	input_role	http://purl.obofoundry.org/obo/OBI_0000022	OBI_0000104		http://purl.obofoundry.org/obo/OBI_0000104		An input role is a role which is played by an entity such as data or material at the beginning of a process.		OBI						role of data or material entity played at the start of a process																										
OBI_0500023	compliance rule	http://purl.obofoundry.org/obo/OBI_0500023	OBI_0500021		http://purl.obofoundry.org/obo/OBI_0500021		a compliance rule is a rule which ensures a compliance process occurs		PRS						MSI			example to be added				compliance rule					PRS														
OBI_0000144	role of independent data monitoring committee	http://purl.obofoundry.org/obo/OBI_0000144	OBI_0000060		http://purl.obofoundry.org/obo/OBI_0000060		Independent data monitoring committee is a trial monitor role charged recommending whether to continue, modify, or end the trial		source pending						CDISC definition:   independent data monitoring committee (IDMC). A committee established by the sponsor to assess at intervals the progress of a clinical trial, safety data, and critical efficacy variables and recommend to the sponsor whether to continue, modify, or end the trial; data and safety monitoring board (DSMB; CDISC)			example_of_usage to be added				Independent data monitoring committee					Jennifer Fostel														
OBI_0000349	instruction trigger	http://purl.obofoundry.org/obo/OBI_0000349	OBI_0000333		http://purl.obofoundry.org/obo/OBI_0000333		is a plan to carry out a process or an event if the trigger condition is fulfilled		OBI branch derived													instruction trigger					PlanAndPlannedProcess Branch														
OBI_0000009	technology provider role	http://purl.obofoundry.org/obo/OBI_0000009	OBI_0000018		http://purl.obofoundry.org/obo/OBI_0000018		Technology provider is a supplier who provides software, instruments or computational devices used in a study; this role generally occurs before the study, but could occur during the study		source pending						CDISC definition:  technology provider. A person, company or other entity who develops, produces and sells software applications and/or hardware for use in conducting clinical trials and/or in analyzing clinical trial data and or submitting clinical trial information for regulatory approval			example_of_usage to be added				Technology provider					Jennifer Fostel														
OBI_0000174	study group role	http://purl.obofoundry.org/obo/OBI_0000174	OBI_0000002		http://purl.obofoundry.org/obo/OBI_0000002		Study group population is a study population defined by undergoing the same interventional treatment, or presenting the same characteristics or history		source pending						The group of randomized participants that are assigned to a treatment arm of the trial			example_of_usage to be added				Study group population					Jennifer Fostel														
OBI_0400063	LactoScope_C4	http://purl.obofoundry.org/obo/OBI_0400063	OBI_0400115		http://purl.obofoundry.org/obo/OBI_0400115		A LactoScope_C4 is a spectrophotometer with which the composition of milk and milk products is analysed via infrared technology. The LactoScope determines the amount of the constituents fat, protein, lactose and the total solids content with extreme accuracy.		http://www.aicompanies.com/DeltaCD/lacto_ftir_auto.htm									LactoScope C4 Automatic Economical				LactoScope_C4					Josef Spidlen	Melanie Courtot													
OBI_0200007	box-cox transformation	http://purl.obofoundry.org/obo/OBI_0200007	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A box-cox transformation is a data transformation according to the methods of Box and Cox as described in the article Box, G. E. P. and Cox, D.R. (1964) An analysis of transformations. Journal of Royal Statistical Society, Series B, vol. 26, pp. 211-246.		ARTICLE: Box, G. E. P. and Cox, D.R. (1964), "An analysis of transformations", Journal of Royal Statistical Society, Series B, vol. 26, pp. 211-246.													box-cox transformation					Ryan Brinkman														
OBI_0200090	multiple comparison adjustments	http://purl.obofoundry.org/obo/OBI_0200090	OBI_0200067		http://purl.obofoundry.org/obo/OBI_0200067																	multiple comparison adjustments																			
OBI_0400149	protein_microarray	http://purl.obofoundry.org/obo/OBI_0400149	OBI_0400147		http://purl.obofoundry.org/obo/OBI_0400147		A protein-microarray is a microarray, ususlly a piece of glass, on which different molecules of protein have been affixed at separate locations in an ordered manner. These are used to identify protein-protein or protein-small molecule interactions.		PERSON: Daniel Schober									The most common protein microarray is the antibody microarray, where antibodies are spotted onto the protein chip and are used as capture molecules to detect proteins from cell lysate solutions.				protein_microarray					Daniel Schober														
OBI_0100064	screening library	http://purl.obofoundry.org/obo/OBI_0100064	OBI_0302714		http://purl.obofoundry.org/obo/OBI_0302714		a screening library is a collection of materials engineered to identify qualities of a subset of its members during a screening process?								added as hierarchy term	PRS: 22-02-2008: while working on definition of cDNA library and looking at current example of usage, a screening library should be a defined class -> any material library which has input_role in a screening protocol application\nchange biomaterial to material in definition		PMID: 15615535.J Med Chem. 2004 Dec 30;47(27):6864-74.A screening library for peptide activated G-protein coupled receptors. 1. The test set. [cdna_library, phage display library]				screening library					Bjoern Peters														
OBI_0000282	_GO molecular function placeholder	http://purl.obofoundry.org/obo/OBI_0000282	Function		http://www.ifomis.org/bfo/1.1/snap#Function										This placeholder is a stub for molecular functions from GO that OBI will need for assay reagent (BB:2008-01-30).							_GO molecular function																			
OBI_0200130	node degree calculation	http://purl.obofoundry.org/obo/OBI_0200130	OBI_0200129		http://purl.obofoundry.org/obo/OBI_0200129		A node quality calculation in which an input data set describing object nodes and relationship edges between object nodes is used to enumerate the number of unique relationships of an individual object node.		PERSON: Richard Scheuermann													node degree calculation					Richard Scheuermann														
OBI_0500014	factorial design	http://purl.obofoundry.org/obo/OBI_0500014	OBI_0000115		http://purl.obofoundry.org/obo/OBI_0000115		factorial design is_a study design which is used to evaluate two or more factors simultaneously. The treatments are combinations of levels of the factors. The advantages of factorial designs over one-factor-at-a-time experiments is that they are more efficient and they allow interactions to be detected. In statistics, a factorial design experiment is an experiment whose design consists of two or more factors, each with discrete possible values or levels, and whose experimental units take on all possible combinations of these levels across all such factors. Such an experiment allows studying the effect of each factor on the response variable, as well as the effects of interactions between factors on the response variable.		http://www.stats.gla.ac.uk/steps/glossary/anova.html#facdes And from wikipedia (01/03/2007): http://en.wikipedia.org/wiki/Factorial_experiment)						MSI			PMID: 17582121-Our objective was to examine the effects of dietary cation-anion difference (DCAD) with different concentrations of dietary crude protein (CP) on performance and acid-base status in early lactation cows. Six lactating Holstein cows averaging 44 d in milk were used in a 6 x 6 Latin square design with a 2 x 3 factorial arrangement of treatments: DCAD of -3, 22, or 47 milliequivalents (Na + K - Cl - S)/100 g of dry matter (DM), and 16 or 19% CP on a DM basis. Linear increases with DCAD occurred in DM intake, milk fat percentage, 4% fat-corrected milk production, milk true protein, milk lactose, and milk solids-not-fat. Milk production itself was unaffected by DCAD. Jugular venous blood pH, base excess and HCO3(-) concentration, and urine pH increased, but jugular venous blood Cl- concentration, urine titratable acidity, and net acid excretion decreased linearly with increasing DCAD. An elevated ratio of coccygeal venous plasma essential AA to nonessential AA with increasing DCAD indicated that N metabolism in the rumen was affected, probably resulting in more microbial protein flowing to the small intestine. Cows fed 16% CP had lower urea N in milk than cows fed 19% CP; the same was true for urea N in coccygeal venous plasma and urine. Dry matter intake, milk production, milk composition, and acid-base status did not differ between the 16 and 19% CP treatments. It was concluded that DCAD affected DM intake and performance of dairy cows in early lactation. Feeding 16% dietary CP to cows in early lactation, compared with 19% CP, maintained lactation performance while reducing urea N excretion in milk and urine.				factorial design					Philippe Rocca-Serra														
OBI_0600057	enzymatic DNA replication	http://purl.obofoundry.org/obo/OBI_0600057	OBI_0600058		http://purl.obofoundry.org/obo/OBI_0600058		the use of enzymes to duplicate DNA moleculeany process used to make additional copies of a biomaterial		OBI branch derived									the use of enzymes to duplicate DNA molecules				enzymatic DNA replication					PERSON:Kevin Clancy														
OBI_0200075	row submatrix extraction	http://purl.obofoundry.org/obo/OBI_0200075	OBI_0200074		http://purl.obofoundry.org/obo/OBI_0200074		A row submatrix extraction is a submatrix extraction where all the columns of the input matrix are retained and selection only occurs on the rows.		PERSON: Elisabetta Manduchi	PERSON: Melanie Courtot	PERSON: James Malone							When presented with the data from an expression microarray experiment in the form of a matrix, whose rows correspond to genes and whose columns correspond to samples, if one filters some of the genes out, the resulting data set corresponds to a row submatrix of the original set.				row submatrix extraction					Melanie Courtot	Elisabetta Manduchi	James Malone												
OBI_0000296	enrollment	http://purl.obofoundry.org/obo/OBI_0000296	OBI_0600062		http://purl.obofoundry.org/obo/OBI_0600062		process of identifying a set of objects for further use in an investigation		IEDB									Enrollment of patients in a study.				enrollment					Bjoern Peters														
OBI_0000163	radiolabel role	http://purl.obofoundry.org/obo/OBI_0000163	OBI_0000140		http://purl.obofoundry.org/obo/OBI_0000140		Radiolabel is a reporter role which uses radiological decay as the signal 		source pending									3H				Radiolabel					Jennifer Fostel											Label_role			
OBI_0000169	placebo role	http://purl.obofoundry.org/obo/OBI_0000169	OBI_0000214		http://purl.obofoundry.org/obo/OBI_0000214		Placebo is a negative reference substance administered to clinical subjects which lacks the active chemical component of the investigational product		source pending						CDISC definition placebo. A pharmaceutical preparation that does not contain the investigational agent. In blinded studies, it is generally prepared to be physically indistinguishable from the preparation containing the investigational product.			Pill consisting of inert materials				Placebo					Jennifer Fostel														
OBI_0100063	clonal cell culture	http://purl.obofoundry.org/obo/OBI_0100063	OBI_0100060		http://purl.obofoundry.org/obo/OBI_0100060		cell culture in which all cells can be assumed to be identical, tracking back to a single ancestor cell.											cell cut				clonal cell culture																			
